cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,evprob_inc,evprob_chal,evprob_3rd,total_ev,timestamp,simulations
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0006,.001725,,360,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000175,.000025,,36,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0006,.011925,,359,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.001525,.006675,,358,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0019,.00285,,357,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.001675,.003675,,356,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.003525,.00195,,355,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000725,.001475,,354,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000875,.008675,,353,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00075,.01405,,352,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.001575,.0031,,351,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.005525,.005725,,350,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00045,0,,35,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.003925,.002225,,349,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.001625,.002375,,348,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000675,.0023,,347,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00115,.00185,,346,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0017,.001525,,345,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00395,.003825,,344,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.001475,.0031,,343,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0048,.003025,,342,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.002,.004625,,341,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.001725,.003025,,340,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000475,0,,34,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00195,.00245,,339,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.002,.00355,,338,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.008175,.0076,,337,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00155,.002625,,336,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.004725,.0049,,335,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.001325,.01475,,334,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.002675,.006925,,333,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00125,.00225,,332,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0029,.0013,,331,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00135,.002425,,330,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00015,0,,33,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.002075,.00275,,329,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.009175,.0021,,328,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0015,.002125,,327,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00505,.0025,,326,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.001825,.00295,,325,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.002025,.00425,,324,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0011,.0063,,323,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00615,.003775,,322,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00285,.001425,,321,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.002325,.0031,,320,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000475,.000025,,32,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00205,.0166,,319,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00235,.00815,,318,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.002175,.002275,,317,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.002725,.002275,,316,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.002325,.002775,,315,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0014,.0036,,314,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0015,.004825,,313,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.006075,.0039,,312,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00335,.001475,,311,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00335,.00175,,310,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0003,0,,31,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00175,.003475,,309,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.001475,.007025,,308,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.001575,.00325,,307,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.005475,.0027,,306,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.002225,.005525,,305,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.002875,.003925,,304,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0012,.002325,,303,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.004375,.001975,,302,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0029,.001925,,301,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00385,.001975,,300,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00005,0,,30,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00005,.00005,,3,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.002125,.00235,,299,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00165,.00385,,298,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.001325,.003975,,297,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00535,.002175,,296,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00435,.00335,,295,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0038,.0068,,294,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.002275,.00495,,293,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0023,.002975,,292,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0021,.00305,,291,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.005125,.013875,,290,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0004,0,,29,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00255,.0083,,289,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.001225,.00315,,288,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0011,.00215,,287,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.005975,.0025,,286,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.005475,.002725,,285,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.004175,.0032,,284,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.003475,.002475,,283,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.002175,.00315,,282,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00195,.002125,,281,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.008625,.00375,,280,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0003,0,,28,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0069,.012875,,279,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00185,.010125,,278,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0012,.002125,,277,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.002975,.001475,,276,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.003625,.001825,,275,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.002475,.003275,,274,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0031,.0063,,273,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00185,.0047,,272,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.001675,.00155,,271,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.003575,.0035,,270,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000275,.000025,,27,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.005525,.005525,,269,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0035,.003575,,268,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00155,.001675,,267,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0047,.00185,,266,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0063,.0031,,265,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.003275,.002475,,264,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.001825,.003625,,263,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.001475,.002975,,262,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.002125,.0012,,261,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.010125,.00185,,260,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000275,0,,26,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.012875,.0069,,259,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00375,.008625,,258,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.002125,.00195,,257,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00315,.002175,,256,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.002475,.003475,,255,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0032,.004175,,254,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.002725,.005475,,253,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0025,.005975,,252,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00215,.0011,,251,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00315,.001225,,250,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000375,0,,25,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0083,.00255,,249,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.013875,.005125,,248,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00305,.0021,,247,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.002975,.0023,,246,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00495,.002275,,245,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0068,.0038,,244,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00335,.00435,,243,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.002175,.00535,,242,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.003975,.001325,,241,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00385,.00165,,240,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0001,.000025,,24,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00235,.002125,,239,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.001975,.00385,,238,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.001925,.0029,,237,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.001975,.004375,,236,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.002325,.0012,,235,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.003925,.002875,,234,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.005525,.002225,,233,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0027,.005475,,232,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00325,.001575,,231,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.007025,.001475,,230,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000225,0,,23,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.003475,.00175,,229,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00175,.00335,,228,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.001475,.00335,,227,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0039,.006075,,226,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.004825,.0015,,225,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0036,.0014,,224,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.002775,.002325,,223,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.002275,.002725,,222,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.002275,.002175,,221,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00815,.00235,,220,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00025,0,,22,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0166,.00205,,219,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0031,.002325,,218,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.001425,.00285,,217,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.003775,.00615,,216,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0063,.0011,,215,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00425,.002025,,214,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00295,.001825,,213,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0025,.00505,,212,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.002125,.0015,,211,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0021,.009175,,210,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0002,0,,21,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00275,.002075,,209,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.002425,.00135,,208,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0013,.0029,,207,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00225,.00125,,206,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.006925,.002675,,205,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.01475,.001325,,204,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0049,.004725,,203,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.002625,.00155,,202,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0076,.008175,,201,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00355,.002,,200,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00035,0,,20,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,0,,2,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00245,.00195,,199,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.003025,.001725,,198,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.004625,.002,,197,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.003025,.0048,,196,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0031,.001475,,195,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.003825,.00395,,194,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.001525,.0017,,193,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00185,.00115,,192,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0023,.000675,,191,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.002375,.001625,,190,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0002,0,,19,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.002225,.003925,,189,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.005725,.005525,,188,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0031,.001575,,187,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.01405,.00075,,186,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.008675,.000875,,185,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.001475,.000725,,184,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00195,.003525,,183,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.003675,.001675,,182,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00285,.0019,,181,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.006675,.001525,,180,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000225,0,,18,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.011925,.0006,,179,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.001725,.0006,,178,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00275,.00045,,177,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00555,.00405,,176,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.001625,.004075,,175,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.001875,.000525,,174,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.002425,.00045,,173,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0015,.000625,,172,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.001575,.0005,,171,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.008125,.00015,,170,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00015,.000025,,17,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0035,.001225,,169,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.001,.000975,,168,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00255,.000475,,167,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.004775,.000425,,166,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00195,.000175,,165,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00695,.000725,,164,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.010425,.00055,,163,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00115,.000725,,162,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00225,.000675,,161,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00485,.0002,,160,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00035,.000025,,16,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.001875,.00035,,159,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00145,.000475,,158,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.003325,.00055,,157,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0019,.000175,,156,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0008,.00045,,155,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0021,.000875,,154,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0016,.0001,,153,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0017,.0002,,152,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.001775,.00015,,151,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0041,.000875,,150,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0001,0,,15,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0015,.00015,,149,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.005075,.000175,,148,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.003875,.000325,,147,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00115,.00015,,146,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0017,.000125,,145,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00265,.00015,,144,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.001125,.000025,,143,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00375,.000175,,142,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0085,.0001,,141,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.001025,.000075,,140,19:00:02  8 Sep 2020,40000
